SMILES,reactants,products,label,is_duplicate,Source
CC(C)(C)OC(=O)NCC[C@H]1C=CC(=O)O1>>CC(C)(C)OC(=O)N1CC[C@@H]2OC(=O)C[C@@H]21,CC(C)(C)OC(=O)NCC[C@H]1C=CC(=O)O1,CC(C)(C)OC(=O)N1CC[C@@H]2OC(=O)C[C@@H]21,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1[nH]c2ccccc2c1-c1ccccc1>>CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2c(-c3ccccc3)c3ccccc3n21,CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1[nH]c2ccccc2c1-c1ccccc1,CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2c(-c3ccccc3)c3ccccc3n21,HasRing=True|NumRings=5|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C(\C)CCc1ccccc1O>>CCOC(=O)CC1(C)CCc2ccccc2O1,CCOC(=O)/C=C(\C)CCc1ccccc1O,CCOC(=O)CC1(C)CCc2ccccc2O1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CCC[C@@H](O)CO>>CCOC(=O)C[C@@H]1CCC[C@H](CO)O1,CCOC(=O)/C=C/CCC[C@@H](O)CO,CCOC(=O)C[C@@H]1CCC[C@H](CO)O1,HasRing=True|NumRings=1|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COCO[C@H]1[C@@H](OCOC)C=C(c2cc3c(cc2CNC(=O)OCc2ccccc2)OCO3)C(=O)[C@@H]1OCOC>>COCO[C@@H]1[C@H](OCOC)[C@@H](OCOC)C(=O)[C@H]2c3cc4c(cc3CN(C(=O)OCc3ccccc3)[C@@H]12)OCO4,COCO[C@H]1[C@@H](OCOC)C=C(c2cc3c(cc2CNC(=O)OCc2ccccc2)OCO3)C(=O)[C@@H]1OCOC,COCO[C@@H]1[C@H](OCOC)[C@@H](OCOC)C(=O)[C@H]2c3cc4c(cc3CN(C(=O)OCc3ccccc3)[C@@H]12)OCO4,HasRing=True|NumRings=5|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1>>CCOC(=O)C[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccc(F)cc2)N1C(=O)OC(C)(C)C,CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1,CCOC(=O)C[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccc(F)cc2)N1C(=O)OC(C)(C)C,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1>>CCOC(=O)C[C@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccc(OC)cc2)N1C(=O)OC(C)(C)C,CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1,CCOC(=O)C[C@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccc(OC)cc2)N1C(=O)OC(C)(C)C,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccccc1C>>CCOC(=O)C[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccccc2C)N1C(=O)OC(C)(C)C,CCOC(=O)/C=C/C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H](NC(=O)OC(C)(C)C)c1ccccc1C,CCOC(=O)C[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)[C@@H](c2ccccc2C)N1C(=O)OC(C)(C)C,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)COc1c(OC)cccc1C(=CC#N)CC>>CCOC(=O)C1Oc2c(OC)cccc2C1(CC)CC#N,CCOC(=O)COc1c(OC)cccc1C(=CC#N)CC,CCOC(=O)C1Oc2c(OC)cccc2C1(CC)CC#N,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CC1=C(C=O)CCc2ccccc21>>COC(=O)Cc1occ2c1-c1ccccc1CC2,COC(=O)C=CC1=C(C=O)CCc2ccccc21,COC(=O)Cc1occ2c1-c1ccccc1CC2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CC1=C(C=O)CCc2c(OC)cccc21>>COC(=O)Cc1occ2c1-c1cccc(OC)c1CC2,COC(=O)C=CC1=C(C=O)CCc2c(OC)cccc21,COC(=O)Cc1occ2c1-c1cccc(OC)c1CC2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CC1=C(C=O)CC(C)c2ccccc21>>COC(=O)Cc1occ2c1-c1ccccc1C(C)C2,COC(=O)C=CC1=C(C=O)CC(C)c2ccccc21,COC(=O)Cc1occ2c1-c1ccccc1C(C)C2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)/C=C/CC[C@@H](NC(=O)OC(C)(C)C)c1ccccc1>>COC(=O)C[C@H]1CC[C@H](c2ccccc2)N1C(=O)OC(C)(C)C,COC(=O)/C=C/CC[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,COC(=O)C[C@H]1CC[C@H](c2ccccc2)N1C(=O)OC(C)(C)C,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
Cc1cc(C)cc(C2(OCCO)C=CC(=O)C=C2)c1>>Cc1cc(C)cc([C@@]23C=CC(=O)C[C@@H]2OCCO3)c1,Cc1cc(C)cc(C2(OCCO)C=CC(=O)C=C2)c1,Cc1cc(C)cc([C@@]23C=CC(=O)C[C@@H]2OCCO3)c1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)CC(=O)OC/C=C/c1ccc([N+](=O)[O-])cc1>>CC(=O)[C@H]1C(=O)OC[C@@H]1Cc1ccc([N+](=O)[O-])cc1,CC(=O)CC(=O)OC/C=C/c1ccc([N+](=O)[O-])cc1,CC(=O)[C@H]1C(=O)OC[C@@H]1Cc1ccc([N+](=O)[O-])cc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COc1cc(C=CCOC(=O)CC(=O)c2ccccc2)c([N+](=O)[O-])cc1OC>>COc1cc(C[C@H]2COC(=O)[C@@H]2C(=O)c2ccccc2)c([N+](=O)[O-])cc1OC,COc1cc(C=CCOC(=O)CC(=O)c2ccccc2)c([N+](=O)[O-])cc1OC,COc1cc(C[C@H]2COC(=O)[C@@H]2C(=O)c2ccccc2)c([N+](=O)[O-])cc1OC,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
O=C(OC/C=C/c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2[nH]1>>O=C1OCC(Cc2ccc([N+](=O)[O-])cc2)n2c1cc1ccccc12,O=C(OC/C=C/c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2[nH]1,O=C1OCC(Cc2ccc([N+](=O)[O-])cc2)n2c1cc1ccccc12,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
O=CCCCC1C=CC(=O)CC1>>O=C1C[C@@H]2[C@H]3CC[C@@H]2[C@H](O)[C@@H]1C3,O=CCCCC1C=CC(=O)CC1,O=C1C[C@@H]2[C@H]3CC[C@@H]2[C@H](O)[C@@H]1C3,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)C(C)=CCC1([C@H]2[C@H](O[Si](C)(C)C(C)(C)C)CC=C[C@@H]2S(=O)(=O)c2ccccc2)SCCCS1>>CC(=O)[C@H](C)[C@@H]1CC2(SCCCS2)[C@H]2[C@H](O[Si](C)(C)C(C)(C)C)CC=C[C@]21S(=O)(=O)c1ccccc1,CC(=O)C(C)=CCC1([C@H]2[C@H](O[Si](C)(C)C(C)(C)C)CC=C[C@@H]2S(=O)(=O)c2ccccc2)SCCCS1,CC(=O)[C@H](C)[C@@H]1CC2(SCCCS2)[C@H]2[C@H](O[Si](C)(C)C(C)(C)C)CC=C[C@]21S(=O)(=O)c1ccccc1,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=True|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CCC(F)(F)C(=O)Nc1ccc(OC)cc1>>CCOC(=O)CC1CCC(F)(F)C(=O)N1c1ccc(OC)cc1,CCOC(=O)/C=C/CCC(F)(F)C(=O)Nc1ccc(OC)cc1,CCOC(=O)CC1CCC(F)(F)C(=O)N1c1ccc(OC)cc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)CC/C(=C\c1ccc(Cl)nc1)[N+](=O)[O-]>>O=C1CC[C@H]([N+](=O)[O-])[C@@H](c2ccc(Cl)nc2)C1,CC(=O)CC/C(=C\c1ccc(Cl)nc1)[N+](=O)[O-],O=C1CC[C@H]([N+](=O)[O-])[C@@H](c2ccc(Cl)nc2)C1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)CC/C(=C\c1cccc2ccccc12)[N+](=O)[O-]>>O=C1CC[C@@H]([N+](=O)[O-])[C@H](c2cccc3ccccc23)C1,CC(=O)CC/C(=C\c1cccc2ccccc12)[N+](=O)[O-],O=C1CC[C@@H]([N+](=O)[O-])[C@H](c2cccc3ccccc23)C1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)CC/C(=C\c1ccc(C#N)cc1)[N+](=O)[O-]>>N#Cc1ccc([C@@H]2CC(=O)CC[C@H]2[N+](=O)[O-])cc1,CC(=O)CC/C(=C\c1ccc(C#N)cc1)[N+](=O)[O-],N#Cc1ccc([C@@H]2CC(=O)CC[C@H]2[N+](=O)[O-])cc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
O=C(NCCCC=CC(=O)c1ccc2c(c1)OCO2)OCc1ccccc1>>O=C(C[C@H]1CCCN1C(=O)OCc1ccccc1)c1ccc2c(c1)OCO2,O=C(NCCCC=CC(=O)c1ccc2c(c1)OCO2)OCc1ccccc1,O=C(C[C@H]1CCCN1C(=O)OCc1ccccc1)c1ccc2c(c1)OCO2,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCC(=O)C=CCCCNC(=O)OCc1ccccc1>>CCC(=O)C[C@H]1CCCN1C(=O)OCc1ccccc1,CCC(=O)C=CCCCNC(=O)OCc1ccccc1,CCC(=O)C[C@H]1CCCN1C(=O)OCc1ccccc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)CC1OCCc2oc3ccccc3c21>>CCOC(=O)C=Cc1c(CCO)oc2ccccc12,CCOC(=O)CC1OCCc2oc3ccccc3c21,CCOC(=O)C=Cc1c(CCO)oc2ccccc12,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=False|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(=O)CN(c1cc(Cl)ccc1/C=C/C(=O)C(C)(C)C)S(=O)(=O)c1ccc(C)cc1>>CC(=O)[C@@H]1[C@@H](CC(=O)C(C)(C)C)c2ccc(Cl)cc2N1S(=O)(=O)c1ccc(C)cc1,CC(=O)CN(c1cc(Cl)ccc1/C=C/C(=O)C(C)(C)C)S(=O)(=O)c1ccc(C)cc1,CC(=O)[C@@H]1[C@@H](CC(=O)C(C)(C)C)c2ccc(Cl)cc2N1S(=O)(=O)c1ccc(C)cc1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
O=C(/C=C/C(CCCO)c1ccccc1)c1ccc(Br)cc1>>O=C(C[C@H]1OCCC[C@@H]1c1ccccc1)c1ccc(Br)cc1,O=C(/C=C/C(CCCO)c1ccccc1)c1ccc(Br)cc1,O=C(C[C@H]1OCCC[C@@H]1c1ccccc1)c1ccc(Br)cc1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(C)c1cc(C(C)C)c(SC(=O)/C=C/CCCC2(O)CCOCC2)c(C(C)C)c1>>CC(C)c1cc(C(C)C)c(SC(=O)C[C@@H]2CCCC3(CCOCC3)O2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(SC(=O)/C=C/CCCC2(O)CCOCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(SC(=O)C[C@@H]2CCCC3(CCOCC3)O2)c(C(C)C)c1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=True|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
Cc1cc(C)c(/C=C/C(=O)c2ccccc2N)c(C)c1>>Cc1cc(C)c(C2CC(=O)c3ccccc3N2)c(C)c1,Cc1cc(C)c(/C=C/C(=O)c2ccccc2N)c(C)c1,Cc1cc(C)c(C2CC(=O)c3ccccc3N2)c(C)c1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
Nc1ccccc1C(=O)/C=C/c1ccccc1-c1ccccc1>>O=C1CC(c2ccccc2-c2ccccc2)Nc2ccccc21,Nc1ccccc1C(=O)/C=C/c1ccccc1-c1ccccc1,O=C1CC(c2ccccc2-c2ccccc2)Nc2ccccc21,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
O=C(/C=C/c1ccc(Br)cc1)c1ccccc1O>>O=C1CC(c2ccc(Br)cc2)Oc2ccccc21,O=C(/C=C/c1ccc(Br)cc1)c1ccccc1O,O=C1CC(c2ccc(Br)cc2)Oc2ccccc21,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COc1ccc(/C=C/C(=O)c2ccccc2N)cc1>>COc1ccc(C2CC(=O)c3ccccc3N2)cc1,COc1ccc(/C=C/C(=O)c2ccccc2N)cc1,COc1ccc(C2CC(=O)c3ccccc3N2)cc1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
C=CC[C@H](O)CC[C@H](C)/C=C/C(=O)OC>>C=CC[C@H]1CC[C@H](C)[C@@H](CC(=O)OC)O1,C=CC[C@H](O)CC[C@H](C)/C=C/C(=O)OC,C=CC[C@H]1CC[C@H](C)[C@@H](CC(=O)OC)O1,HasRing=True|NumRings=1|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CC(O)C[C@@H](C)[C@H](C)/C=C/C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1>>C[C@H]1[C@H](C)C[C@H](C)O[C@H]1CC(=O)N1C(=O)OC[C@@H]1Cc1ccccc1,CC(O)C[C@@H](C)[C@H](C)/C=C/C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1,C[C@H]1[C@H](C)C[C@H](C)O[C@H]1CC(=O)N1C(=O)OC[C@@H]1Cc1ccccc1,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
C=C(/C=C/C(=O)OC(C)(C)C)CC1C[C@@]2(C)CCCC[C@@H]2CC1=O>>C=C1C[C@H]2C[C@@]3(C)CCCC[C@@H]3[C@H](C2=O)[C@H]1CC(=O)OC(C)(C)C,C=C(/C=C/C(=O)OC(C)(C)C)CC1C[C@@]2(C)CCCC[C@@H]2CC1=O,C=C1C[C@H]2C[C@@]3(C)CCCC[C@@H]3[C@H](C2=O)[C@H]1CC(=O)OC(C)(C)C,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CCC1(C/C=C/[S@@](=O)c2ccc(C)cc2)SCCS1>>COC(=O)C[C@@H]1CC2(CC=C1[S@@](=O)c1ccc(C)cc1)SCCS2,COC(=O)C=CCC1(C/C=C/[S@@](=O)c2ccc(C)cc2)SCCS1,COC(=O)C[C@@H]1CC2(CC=C1[S@@](=O)c1ccc(C)cc1)SCCS2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=True|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C\CC/C=C/[S@@](=O)c1ccc(C)cc1>>CCOC(=O)C[C@H]1CCC=C1[S@@](=O)c1ccc(C)cc1,CCOC(=O)/C=C\CC/C=C/[S@@](=O)c1ccc(C)cc1,CCOC(=O)C[C@H]1CCC=C1[S@@](=O)c1ccc(C)cc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
Cc1ccc([S@](=O)/C=C/CC/C=C\C(=O)OC(C)C)cc1>>Cc1ccc([S@](=O)C2=CCC[C@@H]2CC(=O)OC(C)C)cc1,Cc1ccc([S@](=O)/C=C/CC/C=C\C(=O)OC(C)C)cc1,Cc1ccc([S@](=O)C2=CCC[C@@H]2CC(=O)OC(C)C)cc1,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)C=COCC1CC(=O)c2ccccc2C12OCC(C)(C)CO2>>CCOC(=O)C[C@@H]1OC[C@@H]2[C@H]1C(=O)c1ccccc1C21OCC(C)(C)CO1,CCOC(=O)C=COCC1CC(=O)c2ccccc2C12OCC(C)(C)CO2,CCOC(=O)C[C@@H]1OC[C@@H]2[C@H]1C(=O)c1ccccc1C21OCC(C)(C)CO1,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=True|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CN(C(=O)c1cc2cc(C)ccc2[nH]1)[C@@H](C)c1ccccc1>>CCOC(=O)CC1CN([C@@H](C)c2ccccc2)C(=O)c2cc3cc(C)ccc3n21,CCOC(=O)/C=C/CN(C(=O)c1cc2cc(C)ccc2[nH]1)[C@@H](C)c1ccccc1,CCOC(=O)CC1CN([C@@H](C)c2ccccc2)C(=O)c2cc3cc(C)ccc3n21,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1ccc[nH]1>>CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cccn21,CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1ccc[nH]1,CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cccn21,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1cc2cc(C)ccc2[nH]1>>CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cc3cc(C)ccc3n21,CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1cc2cc(C)ccc2[nH]1,CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cc3cc(C)ccc3n21,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1cc2cc(Cl)ccc2[nH]1>>CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cc3cc(Cl)ccc3n21,CCOC(=O)/C=C/CN(Cc1ccccc1)C(=O)c1cc2cc(Cl)ccc2[nH]1,CCOC(=O)CC1CN(Cc2ccccc2)C(=O)c2cc3cc(Cl)ccc3n21,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)/C(=C/c1ccccc1NC(C)=O)CC#N>>COC(=O)C1(CC#N)Cc2ccccc2N1C(C)=O,COC(=O)/C(=C/c1ccccc1NC(C)=O)CC#N,COC(=O)C1(CC#N)Cc2ccccc2N1C(C)=O,HasRing=True|NumRings=2|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)/C=C/C[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](O)c1ccccc1>>COC(=O)C[C@H]1C[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](c2ccccc2)O1,COC(=O)/C=C/C[C@H](OCc1ccccc1)[C@H](OCc1ccccc1)[C@H](O)c1ccccc1,COC(=O)C[C@H]1C[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H](c2ccccc2)O1,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCCC(C#N)N1CCc2c([nH]c3ccccc23)C1C/C=C(\C)C=O>>CC[C@@H]1[C@@H](C(C)C=O)C[C@H]2c3[nH]c4ccccc4c3CCN2[C@@H]1C#N,CCCC(C#N)N1CCc2c([nH]c3ccccc23)C1C/C=C(\C)C=O,CC[C@@H]1[C@@H](C(C)C=O)C[C@H]2c3[nH]c4ccccc4c3CCN2[C@@H]1C#N,HasRing=True|NumRings=4|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
Nc1ccccc1C(=O)C=Cc1ccccc1Br>>O=C1CC(c2ccccc2Br)Nc2ccccc21,Nc1ccccc1C(=O)C=Cc1ccccc1Br,O=C1CC(c2ccccc2Br)Nc2ccccc21,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CC1=C(C=O)CCc2cc(OC)ccc21>>COC(=O)Cc1occ2c1-c1ccc(OC)cc1CC2,COC(=O)C=CC1=C(C=O)CCc2cc(OC)ccc21,COC(=O)Cc1occ2c1-c1ccc(OC)cc1CC2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
COC(=O)C=CC1=C(C=O)CCc2ccc(OC)cc21>>COC(=O)Cc1occ2c1-c1cc(OC)ccc1CC2,COC(=O)C=CC1=C(C=O)CCc2ccc(OC)cc21,COC(=O)Cc1occ2c1-c1cc(OC)ccc1CC2,HasRing=True|NumRings=3|IsSingleRing=False|IsRingClosing=True|HasFusedRings=True|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
CCCCCCC[C@@H](CC/C=C/C(=O)OC)NC(=O)OC(C)(C)C>>CCCCCCC[C@H]1CC[C@H](CC(=O)OC)N1C(=O)OC(C)(C)C,CCCCCCC[C@@H](CC/C=C/C(=O)OC)NC(=O)OC(C)(C)C,CCCCCCC[C@H]1CC[C@H](CC(=O)OC)N1C(=O)OC(C)(C)C,HasRing=True|NumRings=1|IsSingleRing=False|IsRingClosing=True|HasFusedRings=False|HasSpiroRings=False|NumReactants=1|NumProducts=1|IsDuplicate=False,FALSE,reacxy
