SMILES,ID,Reference,Classification,ReactionName
CC(C)(C)OC(=O)N1C(COC1(C)C)CCC(=O)N1C(OCC1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CCC(CC1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OCC1Cc1ccccc1)=O,US20090312369A1_C00024,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20090312369A1_C00042,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1C(COC1(C)C)CCC(=O)N1C(OCC1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CCC(CC1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OCC1Cc1ccccc1)=O,US20090318501A1_C00029,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20090318501A1_C00049,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1C)=O.C=CC(=O)OC(C)(C)C>CC(C)N(CC)C(C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl>C[C@@H]1COC(N1C(=O)[C@H](CCC(=O)OC(C)(C)C)C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)=O,US20090318501A1_0195,"Example 9, Step 6",3.11.92,Michael addition
C=CC(=O)OCC.COC(=O)CC(=O)OC>C1CCOC1.[NaH]>COC(=O)C(CCC(=O)OCC)C(=O)OC,US20100004230A1_C00028,,3.11.92,Michael addition
C=CC(=O)OCC.COC(=O)CC(=O)OC>C1CCOC1.[NaH]>COC(=O)C(CCC(=O)OCC)C(=O)OC,US20100004230A1_0412,"Example 34, Step a",3.11.92,Michael addition
COC(=O)C=Cc1ccccc1.COC(=O)CC#N>Cl.Cc1ccccc1.CO.[NaH]>COC(=O)CC(c1ccccc1)C(C#N)C(=O)OC,US20100029687A1_0225,Example 1,3.11.92,Michael addition
C=CC#N.CC(C)C=O>>CC(C)(C=O)CCC#N,US20100043823A1_C00113,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>CO>CC(C)(C=O)CCC#N,US20100043823A1_0210,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20100048636A1_C00365,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1C(COC1(C)C)CCC(=O)N1C(OCC1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CCC(CC1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OCC1Cc1ccccc1)=O,US20100048636A1_C00404,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20100048636A1_C00418,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1C(COC1(C)C)CCC(=O)N1C(OCC1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CCC(CC1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OCC1Cc1ccccc1)=O,US20100048636A1_C00427,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1C)=O.C=CC(=O)OC(C)(C)C>CC(C)N(CC)C(C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl>C[C@@H]1COC(N1C(=O)[C@H](CCC(=O)OC(C)(C)C)C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)=O,US20100048636A1_0628,"Preparation K1, Step 6",3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1C)=O.C=CC(=O)OC(C)(C)C>CC(C)N(CC)C(C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl>C[C@@H]1COC(N1C(=O)[C@H](CCC(=O)OC(C)(C)C)C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)=O,US20100048636A1_0926,"Preparation W1, Step 6",3.11.92,Michael addition
C=CC#N.CC(C)C=O>>CC(C)(C=O)CCC#N,US20100105595A1_C00113,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>CO>CC(C)(C=O)CCC#N,US20100105594A1_0053,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>CO>CC(C)(C=O)CCC#N,US20100105595A1_0191,,3.11.92,Michael addition
C=CC(C)=O.O=C1c2ccc3nn(cc3c2CC1CCF)Cc1ccccc1>C1CCOC1.C1CN=C2CCCCCN2C1>CC(=O)CCC1(Cc2c3cn(nc3ccc2C1=O)Cc1ccccc1)CCF,US20100168188A1_0205,"Example 1, Step 3",3.11.92,Michael addition
C=CC(C)=O.COc1cc2CC(C(c2cc1Cl)=O)CCF>[Br-].C=C[C@H]1C[N+]2(CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc21)Cc1ccc(cc1)C(F)(F)F.Cc1ccccc1.O[K].ClCCl>CC(=O)CCC1(Cc2cc(c(cc2C1=O)Cl)OC)CCF |f:2.3|,US20100168188A1_0233,"Example 5, Step 4",3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20100184805A1_C00054,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1C)=O.C=CC(=O)OC(C)(C)C>CC(C)N(CC)C(C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl>C[C@@H]1COC(N1C(=O)[C@H](CCC(=O)OC(C)(C)C)C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)=O,US20100184805A1_0285,"Preparation 5, Step 6",3.11.92,Michael addition
C=C(C)C#N.CCOC(=O)CC(=O)OCC>CCO.CC(=O)O.[Na]>CCOC(=O)C(CC(C)C#N)C(=O)OCC,US20100190773A1_0279,,3.11.92,Michael addition
C=CC(=O)OCC.COC(=O)CC(=O)OC>C1CCOC1.[NaH]>COC(=O)C(CCC(=O)OCC)C(=O)OC,US20100197679A1_0676,,3.11.92,Michael addition
COC(=O)CS(=O)(=O)c1ccccc1.O=C1C=CCCC1>[NH4+].[Cl-].CO.CO[Na]>COC(=O)C(C1CCCC(C1)=O)S(=O)(=O)c1ccccc1 |f:2.3|,US20100216833A1_0306,,3.11.92,Michael addition
COC(=O)CS(=O)(=O)c1ccccc1.O=C1C=CCC1>[NH4+].[Cl-].CO.CO[Na]>COC(=O)C(C1CCC(C1)=O)S(=O)(=O)c1ccccc1 |f:2.3|,US20100216833A1_0333,,3.11.92,Michael addition
COC(=O)CS(=O)(=O)c1cccc2ccccc21.O=C1C=CCCC1>[NH4+].[Cl-].CO.CO[Na]>COC(=O)C(C1CCCC(C1)=O)S(=O)(=O)c1cccc2ccccc21 |f:2.3|,US20100216833A1_0347,,3.11.92,Michael addition
C=C(C)C(=O)OCCN(CC)c1ccc(cc1)/N=N/c1ccc(cc1)[N+]([O-])=O.N#Cc1ccc(cc1)-c1ccc(cc1)OCCOC(=O)CC(=O)OCCOc1ccc(cc1)-c1ccc(cc1)C#N>>CC(CC(C(=O)OCCOc1ccc(cc1)-c1ccc(cc1)C#N)C(=O)OCCOc1ccc(cc1)-c1ccc(cc1)C#N)C(=O)OCCN(CC)c1ccc(cc1)/N=N/c1ccc(cc1)[N+]([O-])=O,US20110046358A1_C00016,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C(/C=C/c1ccccc1)c1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccccc1,US20110054190A1_C00035,,3.11.92,Michael addition
CCCOC(=O)CC(=O)OCCC.O=C(/C=C/c1ccccc1)c1ccccc1>Cc1ccccc1>CCCOC(=O)C(C(=O)OCCC)[C@H](CC(=O)c1ccccc1)c1ccccc1,US20110054190A1_C00040,,3.11.92,Michael addition
CCCOC(=O)CC(=O)OCCC.O=C1C(/CCc2ccccc12)=C/c1ccccc1>Cc1ccccc1>CCCOC(=O)C(C(=O)OCCC)C(c1ccccc1)C1CCc2ccccc2C1=O,US20110054190A1_C00042,,3.11.92,Michael addition
O=C1C[C@@H]2COc3c(ccc(c3[C@@]2(CC1)S(=O)(=O)c1ccc(cc1)C(F)(F)F)F)F.C=CS(=O)(=O)N(Cc1ccc(cc1)OC)Cc1ccc(cc1)OC>C[Si](C)(C)[N-][Si](C)(C)C.C1CCOC1.[Li+]>COc1ccc(cc1)CN(Cc1ccc(cc1)OC)S(=O)(=O)CC[C@@H]1C(CC[C@@]2([C@H]1COc1c2c(ccc1F)F)S(=O)(=O)c1ccc(cc1)C(F)(F)F)=O |f:2.4|,US20110110948A1_C00801,,3.11.92,Michael addition
O=C1C[C@@H]2COc3c(ccc(c3[C@@]2(CC1)S(=O)(=O)c1ccc(cc1)Cl)F)F.C=CS(=O)(=O)N(Cc1ccc(cc1)OC)Cc1ccc(cc1)OC>C[Si](C)(C)[N-][Si](C)(C)C.C1CCOC1.[Li+]>COc1ccc(cc1)CN(Cc1ccc(cc1)OC)S(=O)(=O)CC[C@@H]1C(CC[C@@]2([C@H]1COc1c2c(ccc1F)F)S(=O)(=O)c1ccc(cc1)Cl)=O |f:2.4|,US20110110948A1_C00803,,3.11.92,Michael addition
C=CC#N.O=C1CC[C@]2(c3c(OC[C@H]2C1)c(ccc3F)F)S(=O)(=O)c1ccc(cc1)Cl>CCCCO[K]>N#CCC[C@@H]1C(CC[C@]2(c3c(ccc(c3OC[C@@H]12)F)F)S(=O)(=O)c1ccc(cc1)Cl)=O,US20110110948A1_C00808,,3.11.92,Michael addition
O=C1C[C@@H]2COc3c(ccc(c3[C@@]2(CC1)S(=O)(=O)c1ccc(cc1)C(F)(F)F)F)F.C=CS(=O)(=O)N(Cc1ccc(cc1)OC)Cc1ccc(cc1)OC>C[Si](C)(C)[N-][Si](C)(C)C.C1CCOC1.[Li+]>COc1ccc(cc1)CN(Cc1ccc(cc1)OC)S(=O)(=O)CC[C@@H]1C(CC[C@@]2([C@H]1COc1c2c(ccc1F)F)S(=O)(=O)c1ccc(cc1)C(F)(F)F)=O |f:2.4|,US20110110948A1_C00813,,3.11.92,Michael addition
CCSC(=O)CC(=O)SCC.O=C1C=CCC1>C1CN2CCN1CC2.COCCOC>CCSC(=O)C(C(=O)SCC)C1CCC(C1)=O,US20110144105A1_0732,,3.11.92,Michael addition
C=CC(C)=O.COC(=O)CC(=O)OC>CC#N.O=C(O[K])O[K]>COC(=O)C(CCC(C)=O)C(=O)OC,US20110165632A1_C00035,,3.11.92,Michael addition
C=CC(C)=O.COC(=O)CC(=O)OC>CC#N.O=C(O[K])O[K]>COC(=O)C(CCC(C)=O)C(=O)OC,US20110165632A1_C00039,,3.11.92,Michael addition
C=CC(C)=O.COC(=O)CC(=O)OC>O.COC(C)(C)C.O=C(O[K])O[K]>COC(=O)C(CCC(C)=O)C(=O)OC,US20110165632A1_0043,,3.11.92,Michael addition
C=CC(C)=O.CC1CN(CCC1=O)Cc1ccccc1>Cl.Cc1ccccc1.C[C@@H](N)c1ccccc1.Oc1ccc(cc1)O.C1CCOC1>CC(=O)CC[C@@]1(CN(CCC1=O)Cc1ccccc1)C,US20110166110A1_0328,,3.11.92,Michael addition
C=CC#N.CCOC(=O)CC(C)=O>CCO[Na]>CCOC(=O)C(CCC#N)C(C)=O,US20110263643A1_C00008,,3.11.92,Michael addition
C=C(C(=O)CC(C)(C)C)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)CC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)C(CC(C(=O)O)C(=O)CC(C)(C)C)C(=O)O,US20110263832A1_C00030,,3.11.92,Michael addition
C=CC#N.CCOC(=O)CC(C)=O>CCO.[Na]>CCOC(=O)C(CCC#N)C(C)=O,US20110263643A1_0213,,3.11.92,Michael addition
COC(=O)CC(=O)OC.CC(=O)/C=C/c1ccc(c(c1)F)F>CCOC(C)=O.CC#N.O=C(O[K])O[K]>COC(=O)C(C(=O)OC)[C@H](CC(C)=O)c1ccc(c(c1)F)F,US20120035214A1_0398,"Example 48, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccc(cc1)Cl)c1ccc(cc1)I>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc(cc1)I)c1ccc(cc1)Cl,US20120046307A1_0415,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.COc1ccc2cc(ccc2c1)C(=O)C=Cc1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc2cc(ccc2c1)OC)c1ccccc1,US20120046307A1_0491,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccccc1)c1ccc2c(ccc3ccccc32)c1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc2c3ccccc3ccc2c1)c1ccccc1,US20120046307A1_0502,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccccc1)c1c[nH]c2ccccc12>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1c[nH]c2ccccc21)c1ccccc1,US20120046307A1_0509,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C(C=Cc1ccc(cc1)Cl)c1ccc(cc1)Br>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc(cc1)Br)c1ccc(cc1)Cl,US20120046307A1_0889,,3.11.92,Michael addition
COC(=O)CC(=O)OC.CCc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Cl>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc(cc1)CC)c1ccc(cc1)Cl,US20120046307A1_0910,,3.11.92,Michael addition
O=C(C=Cc1ccc(cc1)Cl)c1ccc(cc1)C(F)(F)F.COC(=O)CC(=O)OC>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)Cl,US20120046307A1_0921,,3.11.92,Michael addition
O=C(C=Cc1cc(cs1)-c1ccccc1)c1ccc(cc1)C(F)(F)F.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc(cc1)C(F)(F)F)c1cc(cs1)-c1ccccc1,US20120046307A1_0935,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccc2ccccc2c1)c1ccc2ccccc2c1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1,US20120046307A1_0942,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C(C=Cc1ccccc1)c1ccc2c(c1)[nH]c1ccccc12>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc2c3ccccc3[nH]c2c1)c1ccccc1,US20120046307A1_0951,,3.11.92,Michael addition
COC(=O)CC(=O)OC.O=C(C=Cc1ccccc1)c1ccc(cc1)I>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc(cc1)I)c1ccccc1,US20120046307A1_0975,,3.11.92,Michael addition
O=C(C=Cc1ccccc1)c1ccc(cc1)Oc1ccccc1.O=C1NC(CC(N1)=O)=O>>O=C1NC(C(C(N1)=O)C(CC(=O)c1ccc(cc1)Oc1ccccc1)c1ccccc1)=O,US20120046307A1_0987,,3.11.92,Michael addition
COC(=O)CC(=O)OC.COCOc1ccc(cc1)C(=O)C=Cc1ccc(cc1)Cl>>COC(=O)C(C(=O)OC)C(CC(=O)c1ccc(cc1)OCOC)c1ccc(cc1)Cl,US20120046307A1_0991,,3.11.92,Michael addition
C=C(C)C#N.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(CC(C)C#N)C(=O)OCC,US20120059030A1_1021,"Example 150, Step A",3.11.92,Michael addition
C=CC#N.CCOC(=O)CC(C)=O>>CCOC(=O)C(CCC#N)C(C)=O,US20120115841A1_0772,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1Cc1ccccc1)=O.C=CC(=O)OC(C)(C)C>Cl[Ti](Cl)Cl>CC(C)(C)OC(=O)CC[C@H](C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)C(=O)N1C(OC[C@H]1Cc1ccccc1)=O,US20120225906A1_C00041,,3.11.92,Michael addition
C=CC(C)=O.CC1CN(CCC1=O)Cc1ccccc1>Cl.Cc1ccccc1.C[C@@H](N)c1ccccc1.Oc1ccc(cc1)O.C1CCOC1>CC(=O)CC[C@@]1(CN(CCC1=O)Cc1ccccc1)C,US20120225856A1_0328,,3.11.92,Michael addition
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)CCC(=O)N1C(OC[C@H]1C)=O.C=CC(=O)OC(C)(C)C>CC(C)N(CC)C(C)C.Cl[Ti](Cl)(Cl)Cl.ClCCl>C[C@@H]1COC(N1C(=O)[C@H](CCC(=O)OC(C)(C)C)C[C@H]1COC(N1C(=O)OC(C)(C)C)(C)C)=O,US20120225906A1_0182,"Example 7, Step 6",3.11.92,Michael addition
C=CC#N.O=C1CC[C@]2(c3c(OC[C@H]2C1)c(ccc3F)F)S(=O)(=O)c1ccc(cc1)Cl>CCCCO[K]>N#CCC[C@@H]1C(CC[C@]2(c3c(ccc(c3OC[C@@H]12)F)F)S(=O)(=O)c1ccc(cc1)Cl)=O,US20120264736A1_C00289,,3.11.92,Michael addition
COC(=O)CC(=O)CCOCc1ccccc1.O=S(=O)(C1=CCOc2c(ccc(c12)F)F)c1ccc(cc1)Cl>C1CCOC1.[NaH]>COC(=O)C(C(=O)CCOCc1ccccc1)C1COc2c(ccc(c2C1S(=O)(=O)c1ccc(cc1)Cl)F)F,US20120264736A1_C00413,,3.11.92,Michael addition
O=S(=O)(C1=CCOc2c(ccc(c12)F)F)c1ccc(cc1)Cl.CC(=O)CCOCc1ccccc1>CC(C)NC(C)C.CCOC(C)=O.CCCC[Li].C1CCOC1.O>O=C(CCOCc1ccccc1)CC1COc2c(ccc(c2C1S(=O)(=O)c1ccc(cc1)Cl)F)F,US20120264736A1_0531,"Example 17, Step 4",3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na]>CC(C)(C=O)CCC#N,US20120289495A1_C00129,,3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na]>CC(C)(C=O)CCC#N,US20120289495A1_0532,Example 62,3.11.92,Michael addition
C/C=C/C(=O)C1C(C=CCC1(C)C)C.CCC(=O)c1ccccc1>>CC(C(=O)c1ccccc1)C(C)CC(=O)C1C(C=CCC1(C)C)C,US20120315403A1_C00008,,3.11.92,Michael addition
C=C(C)C#N.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(CC(C)C#N)C(=O)OCC,US20130178497A1_0955,"Example 150, Step A",3.11.92,Michael addition
C=C1C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N([C@H](C(N[C@H](C(N1C)=O)CC)=O)[C@H](O)[C@H](C)C/C=C/C)C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O.CCOC(=O)CC(=O)OCC>CCO[Na]>C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(N[C@H](C(N([C@@H](C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N1C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O)CC(C(=O)OCC)C(=O)OCC)C)=O)CC)=O,US20130210704A1_C00283,,3.11.92,Michael addition
C=CC(=O)c1ccccc1.CN1CCC(C(C1)C)=O>>CN1CCC(C(C1)(C)CCC(=O)c1ccccc1)=O,US20130225558A1_C00359,,3.11.92,Michael addition
C=CC(=O)c1ccccc1.CN1CCC(C(C1)C)=O>O.O[K].C1COCCO1>CN1CCC(C(C1)(C)CCC(=O)c1ccccc1)=O,US20130225558A1_0809,,3.11.92,Michael addition
C=C(C)C(=O)OC.O=C1CCc2ccc(cc12)Br>C=CC(=O)OC.CI.CC(C)(C)O[K].C1CCOC1>COC(=O)C(C)CC1Cc2ccc(cc2C1=O)Br,US20130289050A1_C00059,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20140094456A1_C00724,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20140107110A1_C00851,,3.11.92,Michael addition
C/C=C/C(=O)C1C(C=CCC1(C)C)C.CCOC(=O)c1ccc(cc1)C(=O)CC>>CCOC(=O)c1ccc(cc1)C(=O)C(C)C(C)CC(=O)C1C(C=CCC1(C)C)C,US20140110605A1_C00008,,3.11.92,Michael addition
C=CC(=O)OCC.CC(C)C#N>CC(C)[N-]C(C)C.[Li+]>CCOC(=O)CCC(C)(C)C#N |f:2.3|,US20140179682A1_C00209,,3.11.92,Michael addition
C=CC(C)=O.CC1CN(CCC1=O)Cc1ccccc1>Cl.Cc1ccccc1.C[C@@H](N)c1ccccc1.Oc1ccc(cc1)O.C1CCOC1>CC(=O)CC[C@@]1(CN(CCC1=O)Cc1ccccc1)C,US20140179671A1_0328,,3.11.92,Michael addition
C=C(C)C#N.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(CC(C)C#N)C(=O)OCC,US20140350260A1_0960,"Example 150, Step A",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCOC(C)=O.C1CCOC1.C1CN=C2CCCCCN2C1>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US20140378475A1_0560,Intermediate 45A,3.11.92,Michael addition
C=CC(=O)OC(C)(C)C.O=C(O)C1CCCC1>>CC(C)(C)OC(=O)CCC1(CCCC1)C(=O)O,US20150005319A1_C00074,,3.11.92,Michael addition
C=CC(=O)OC(C)(C)C.O=C(O)C1CCCC1>CC(C)N(C(C)C)[Li].C1CCOC1>CC(C)(C)OC(=O)CCC1(CCCC1)C(=O)O,US20150005319A1_0308,,3.11.92,Michael addition
CCOC(=O)/C=C/c1cccc(c1)COCOC.CC(C)C#N>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1.O>COCOCc1cccc(c1)C(CC(=O)OCC)C(C)(C)C#N,US20150018422A1_0922,"Example 84, step 3",3.11.92,Michael addition
C/C=C/C(=O)OC.COC(=O)CC(=O)OC>CO[Na]>COC(=O)C(C(=O)OC)C(C)CC(=O)OC,US20150099881A1_C00028,,3.11.92,Michael addition
C/C=C/C(=O)OCCC.COC(=O)CC(=O)OC>CO[Na]>COC(=O)C(C(=O)OC)C(C)CC(=O)OCCC,US20150099881A1_C00029,,3.11.92,Michael addition
C/C=C/C(=O)OC.COC(=O)CC(=O)OC>CO[Na]>COC(=O)C(C(=O)OC)C(C)CC(=O)OC,US20150099881A1_0097,,3.11.92,Michael addition
C/C=C/C(=O)OC.COC(=O)CC(=O)OC>O.CO.CO.CC(=O)O.CO[Na].Cl[Na]>COC(=O)C(C(=O)OC)C(C)CC(=O)OC |f:4.6|,US20150099881A1_0129,Example 2,3.11.92,Michael addition
COC(=O)C=C1CC1.CCOC(C)=O>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1.[NH4+].O.[Cl-]>CCOC(=O)CC1(CC1)CC(=O)OC |f:6.7.8|,US20150152050A1_0633,,3.11.92,Michael addition
CC(C)C#N.O=C1C=CC(O1)=O>>CC(C)(C#N)C1CC(OC1=O)=O,US20150232587A1_C00001,,3.11.92,Michael addition
C=C(C)C(=O)OC.O=C1CCc2ccc(cc12)Br>C=CC(=O)OC.CI.CC(C)(C)O[K].C1CCOC1>COC(=O)C(C)CC1Cc2ccc(cc2C1=O)Br,US20150239849A1_C00021,,3.11.92,Michael addition
CN1C(CC(N(C1=O)C)=O)=O.O=C1C=CCCC1>>CN1C(C(C(N(C1=O)C)=O)C1CCCC(C1)=O)=O,US20150251481A1_C00108,,3.11.92,Michael addition
C=C(C)C(=O)OC.O=C1CCc2ccc(cc12)Br>C=CC(=O)OC.CI.CC(C)(C)O[K].C1CCOC1>COC(=O)C(C)CC1Cc2ccc(cc2C1=O)Br,US20150259325A1_C00005,,3.11.92,Michael addition
CN1C(CC(N(C1=O)C)=O)=O.O=C1C=CCCC1>>CN1C(C(C(N(C1=O)C)=O)C1CCCC(C1)=O)=O,US20150261080A1_C00108,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20150266899A1_C00852,,3.11.92,Michael addition
CN1C(CC(N(C1=O)C)=O)=O.O=C1C=CCCC1>>CN1C(C(C(N(C1=O)C)=O)C1CCCC(C1)=O)=O,US20150277221A1_C00108,,3.11.92,Michael addition
C=C1C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N([C@H](C(N[C@H](C(N1C)=O)CC)=O)[C@H](O)[C@H](C)C/C=C/C)C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O.CCOC(=O)CC(=O)OCC>CCO[Na]>C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(N[C@H](C(N([C@@H](C(N([C@H](C(NC(C(N(C(C(NC(C(NC(C(N([C@H](C(N([C@H](C(N([C@H](C(N1C)=O)C(C)C)C)=O)CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)(C)O)C)=O)CC(C(=O)OCC)C(=O)OCC)C)=O)CC)=O,US20160039879A1_C00333,,3.11.92,Michael addition
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=C1C=CCCC1>O.C1CCOC1>O=C1CCCC(C1)C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,US20160145273A1_C00003,,3.11.92,Michael addition
