SMILES,ID,Reference,Classification,ReactionName
C=CC(=O)CC.CCOC(=O)CC(=O)OCC>O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)CC)C(=O)OCC,US20210107904A1_C00132,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1ccccc1Br>CCO>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1ccccc1Br,US20210107889A1_0824,"Intermediate 1D, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1cc(ccc1Br)F>CCO.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cc(ccc1Br)F,US20210107889A1_0844,"Intermediate 1F, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1cc(ccc1Br)F>CCO.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cc(ccc1Br)F,US20210130365A1_0697,"Intermediate 1G, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1ccccc1Br>CCO>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1ccccc1Br,US20210130365A1_0707,"Intermediate 1H, Step 1",3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)C=CC(N)=O,US20210139482A1_0158,"Intermediate 2, Step 1",3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)CC(=O)OC(C)(C)C>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CC(C)CC(=O)CC(/C=C/c1ccccc1)C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,US20210163388A1_0314,,3.11.92,Michael addition
CC(C)CC(=O)/C=C/C=C/c1ccccc1.CCOC(=O)CC(=O)OCC>Cc1ccccc1.CCN(CC)CC.Br[Li].O>CCOC(=O)C(C(=O)OCC)C(/C=C/c1ccccc1)CC(=O)CC(C)C,US20210163388A1_0319,Example 3,3.11.92,Michael addition
COC(=O)/C=C/CC1CCN(CC1)C(=O)OC(C)(C)C.COC(=O)CC(=O)OC>>COC(=O)C(C(=O)OC)C(CC(=O)OC)CC1CCN(CC1)C(=O)OC(C)(C)C,US20210196710A1_C00345,,3.11.92,Michael addition
COC(=O)/C=C/CC1CCN(CC1)C(=O)OC(C)(C)C.COC(=O)CC(=O)OC>CCOC(C)=O.O=C(O[Cs])O[Cs].CN(C)C=O>COC(=O)C(C(=O)OC)C(CC(=O)OC)CC1CCN(CC1)C(=O)OC(C)(C)C,US20210196710A1_0961,"Compound 70, Step 2",3.11.92,Michael addition
O=C(OCc1ccccc1)N1CCC(CC1)=O.C=CC(=O)OCC>c1ccccc1.c1ccccc1.C1CCNC1>CCOC(=O)CCC1CN(CCC1=O)C(=O)OCc1ccccc1,US20210253597A1_C00093,,3.11.92,Michael addition
O=C(OCc1ccccc1)N1CCC(CC1)=O.C=CC(=O)OCC>c1ccccc1.C1CCNC1>CCOC(=O)CCC1CN(CCC1=O)C(=O)OCc1ccccc1,US20210253597A1_0357,,3.11.92,Michael addition
C=CC(=O)OCC.CCC(=O)c1ccc(cc1)F>[NH4+].O.[Cl-].CCOC(C)=O.CC(C)(C)O[K].C1CCOC1>CCOC(=O)CCC(C)C(=O)c1ccc(cc1)F |f:2.3.4|,US20210267202A1_1332,"Example 3, Step 1",3.11.92,Michael addition
C[Si](C)(C)O[C@]12CC=CC[C@@H]1C=CC2=O.CCOC(=O)CC(=O)OCC>CC(C)(C)O[K].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@@H]1CC([C@]2(CC=CC[C@H]12)O)=O,US20210289783A1_C00018,,3.11.92,Michael addition
C[Si](C)(C)O[C@]12CC=CC[C@@H]1C=CC2=O.CCOC(=O)CC(=O)OCC>CC(C)(C)O[K].C1CCOC1>CCOC(=O)C(C(=O)OCC)[C@@H]1CC([C@]2(CC=CC[C@H]12)O)=O,US20210289783A1_C00102,,3.11.92,Michael addition
C=CC#N.O=C1CCCCC1>>N#CCCC1CCCCC1=O,US20210355053A1_C00010,,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2cccc(c2n1C)N1CCN(CC1)C>CC#N.O=C(O[K])O[K]>CN1CCN(CC1)c1cccc2nc(n(c12)C)C(=O)C(CCC(=O)c1ncccc1C)C(=O)OCC,US20210363139A1_C00454,,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2cccc(c2n1C)N1CCN(CC1)C>CC#N.O=C(O[K])O[K]>CN1CCN(CC1)c1cccc2nc(n(c12)C)C(=O)C(CCC(=O)c1ncccc1C)C(=O)OCC,US20210363139A1_C00460,,3.11.92,Michael addition
C=CC(C)=O.CC(C)CC=O>>CC(=O)CC[C@H](C=O)C(C)C,US20210380517A1_C00003,,3.11.92,Michael addition
C=CC(C)=O.CC(C)CC=O>>CC(=O)CC[C@@H](C=O)C(C)C,US20210380517A1_C00003,,3.11.92,Michael addition
C=CC(C)=O.CC(C)CC=O>>CC(=O)CC[C@H](C=O)C(C)C,US20210380517A1_C00010,,3.11.92,Michael addition
C=CC(C)=O.CC(C)CC=O>>CC(=O)CC[C@@H](C=O)C(C)C,US20210380517A1_C00010,,3.11.92,Michael addition
CCOc1ccc(cc1)N1C[C@@H]2C[C@H]1CN2C(=O)CS(=O)(=O)CCNC(=O)OC(C)(C)C.C=CC(=O)OCC>O=C(O[K])O[K].C1COCCO1.CN(C)C=O.ClCCl.Cl>CCOc1ccc(cc1)N1C[C@@H]2C[C@H]1CN2C(=O)C(CCC(=O)OCC)S(=O)(=O)CCN,US20220017516A1_C00188,,3.11.92,Michael addition
CCOc1ccc(cc1)N1C[C@@H]2C[C@H]1CN2C(=O)CS(=O)(=O)CCNC(=O)OC(C)(C)C.C=CC(=O)OCC>CCOC(C)=O.O=C(O[K])O[K].CN(C)C=O>CCOc1ccc(cc1)N1C[C@@H]2C[C@H]1CN2C(=O)C(CCC(=O)OCC)S(=O)(=O)CCNC(=O)OC(C)(C)C,US20220017516A1_0755,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)C=CC(N)=O,US20220024939A1_0158,"Intermediate 2, Step 1",3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20220213076A1_C00070,,3.11.92,Michael addition
C#CC(N)=O.CCOC(=O)C1CCCC1=O>O.O=C(O[Na])O[Na]>CCOC(=O)C1(CCCC1=O)/C=C/C(N)=O,US20220213076A1_0338,,3.11.92,Michael addition
C=CC(=O)CC.CCOC(=O)CC(=O)OCC>O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)CC)C(=O)OCC,US20220220117A1_C00132,,3.11.92,Michael addition
O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.C=CC(=O)OC(C)(C)C>C1CCOC1.[NaH]>CC(C)(C)OC(=O)CCC(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,US20220281819A1_1311,,3.11.92,Michael addition
COC(=O)CC(=O)Nc1cccc2ccccc12.CO/C=C/C(=O)C(F)(F)F>C1CN=C2CCCCCN2C1.C1CCOC1>COC(=O)C(C(=O)Nc1cccc2ccccc21)C(O)CC(=O)C(F)(F)F,US20220306633A1_0629,"Example 6, Step 2",3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20220372032A1_C00441,,3.11.92,Michael addition
C=CC(=O)c1ncccc1C.CCOC(=O)CC(=O)c1nc2ccccn2c1-c1ccncc1>CC#N.O=C(O[K])O[K]>CCOC(=O)C(CCC(=O)c1ncccc1C)C(=O)c1nc2ccccn2c1-c1ccncc1,US20220372032A1_C00444,,3.11.92,Michael addition
C=CC(=O)OC(C)(C)C.CCC(=O)N1C(OC[C@@H]1Cc1ccccc1)=O>>CC(C)(C)OC(=O)CC[C@@H](C)C(=O)N1C(OC[C@@H]1Cc1ccccc1)=O,US20220380382A1_C00057,,3.11.92,Michael addition
C=CC(=O)OCC.O=C1CCCC(C1)=O>CN(C)C=O.O=C(O[Cs])O[Cs]>CCOC(=O)CCC1C(CCCC1=O)=O,US20220389422A1_C00012,,3.11.92,Michael addition
C=CC(=O)OCC.O=C1CCCC(C1)=O>CN(C)C=O.O=C(O[Cs])O[Cs]>CCOC(=O)CCC1C(CCCC1=O)=O,US20220389422A1_0215,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1cc(ccc1Br)F>CCO.[Na]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1cc(ccc1Br)F,US20220411435A1_0695,"Intermediate 1G, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)/C=C/c1ccccc1Br>CCO>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCC)c1ccccc1Br,US20220411435A1_0705,"Intermediate 111, Step 1",3.11.92,Michael addition
C=CC(=O)CC.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(CCC(=O)CC)C(=O)OCC,US20230054411A1_C00424,,3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CCOC(=O)C=C1COC1>CCCC[N+](CCCC)(CCCC)CCCC.C1CCOC1.[I-].[NaH]>CCOC(=O)C(C(=O)OCC)C1(COC1)CC(=O)OCC |f:2.4|,US20230067476A1_1637,"Example 87, Step 1",3.11.92,Michael addition
C=C1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O.COC(=O)CC(=O)OC>CO.CO[Na]>COC(=O)C(C[C@H]1C([C@]2(c3ncc(cc3O[C@]2([C@@H]1c1ccccc1)c1ccc(cc1)Br)Cl)O)=O)C(=O)OC,US20230071483A1_C00091,,3.11.92,Michael addition
C=C(C)C#N.CC(C)C=O>>CC(C#N)CC(C)(C)C=O,US03681505A,,3.11.92,Michael addition
C=CC(C)=O.O=C1CCCC(C1)=O>O.Oc1cccc(c1)O>CC(=O)CCC1C(CCCC1=O)=O,US03723471A,EXAMPLE 1,3.11.92,Michael addition
CC(C)[C@@H]1CC[C@H](CC1=O)C.C=CC(C)=O>c1ccccc1.CC(=O)O[Na].CC(=O)O.O>CC(=O)CCC1C(C(CCC1C)C(C)C)=O,US03954794A,"EXAMPLE 3, Step b",3.11.92,Michael addition
CC(C)C1Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O.C=CC(C)=O>c1ccccc1.CO[Na].CO>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C(C)C,US03984465A,"EXAMPLE 33, Step A",3.11.92,Michael addition
C=CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](CC[C@@]4([C@H]3C(C[C@@]21C)=O)C)O.CC(=O)CC(C)=O>O.CCO.CCO[Na].[Na]>CC(=O)C(CCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](CC[C@@]4([C@H]3C(C[C@@]21C)=O)C)O)C(C)=O,US03998829A,EXAMPLE 10,3.11.92,Michael addition
CCOC(=O)CC(=O)c1cnc(cc1)C.C=CC(C)=O>c1ccccc1.CO[Na].CO>Cc1ccc(cn1)C(=O)C(CCC(C)=O)C(=O)OCC,US04026900A,,3.11.92,Michael addition
CC1CCCCC1=O.C=CC(=O)OC>CC(C)(C)O[K].CC(C)(C)O.O=S(=O)(O)O>COC(=O)CCC1(CCCCC1=O)C,US04057559A,,3.11.92,Michael addition
CCOC(=O)CC(=O)c1ccc(nc1)C.C=CC(C)=O>Cc1ccc(cn1)C1=CC(CCC1)=O.c1ccccc1.CO[Na].CO>Cc1ccc(cn1)C(=O)C(CCC(C)=O)C(=O)OCC,US04075217A,,3.11.92,Michael addition
CC(C)C1Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O.C=CC(C)=O>c1ccccc1.CO[Na].CO>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C(C)C,US04081554A,"EXAMPLE 33, Step A",3.11.92,Michael addition
CC(C)C1Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O.C=CC(C)=O>c1ccccc1.CO[Na].CO>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)O)C(C)C,US04085219A,"EXAMPLE 33, Step A",3.11.92,Michael addition
C=CC#N.CCC(C=O)CC>O[K]>CCC(C=O)(CC)CCC#N,US04102913A,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>CCC=O.CC(C=O)CCC#N>CC(C)(C=O)CCC#N,US04102913A,,3.11.92,Michael addition
C=CC#N.CC(C)C=O>O.O[Na]>CC(C)(C=O)CCC#N,US04102913A,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)CC(=O)c1ccc(nc1)C.C=CC(C)=O>Cc1ccc(cn1)C1=CC(CCC1)=O.c1ccccc1.CO[Na].CO>Cc1ccc(cn1)C(=O)C(CCC(C)=O)C(=O)OCC,US04111946A,,3.11.92,Michael addition
CCCCOC(=O)CC(=O)OCCCC.CCCCOC(=O)/C=C\C(=O)OCCCC>CCCCO.[Na]>CCCCOC(=O)C(CC(=O)OCCCC)C(C(=O)OCCCC)C(=O)OCCCC,US04123459A,"EXAMPLE IV, Step C",3.11.92,Michael addition
CCOC(=O)CC(=O)c1ccc(nc1)C.C=CC(C)=O>Cc1ccc(cn1)C1=CC(CCC1)=O.c1ccccc1.CO[Na].CO>Cc1ccc(cn1)C(=O)C(CCC(C)=O)C(=O)OCC,US04127583A,,3.11.92,Michael addition
CC1CCCCC1=O.C=CC(=O)OC>CC(C)(C)O[K].CC(C)(C)O.O=S(=O)(O)O>COC(=O)CCC1(CCCCC1=O)C,US04128560A,,3.11.92,Michael addition
COC(=O)/C=C\C(OC)OC.CC(=O)CC(=O)OC(C)(C)C>CC(C)(C)O.F[K]>COC(=O)CC(C(OC)OC)C(C(C)=O)C(=O)OC(C)(C)C,US04163111A,EXAMPLE 1,3.11.92,Michael addition
COC(=O)/C=C\C(OC)OC.CC(=O)CC(=O)OC(C)(C)C>CC(C)(C)O.F[K]>COC(=O)CC(C(OC)OC)C(C(C)=O)C(=O)OC(C)(C)C,US04166188A,EXAMPLE 1,3.11.92,Michael addition
COC(=O)/C=C\C(OC)OC.CC(=O)CC(=O)OC(C)(C)C>CC(C)(C)O.F[K]>COC(=O)CC(C(OC)OC)C(C(C)=O)C(=O)OC(C)(C)C,US04173707A,EXAMPLE 1,3.11.92,Michael addition
CCOC(=O)CC(=O)c1ccccc1.O=C1C=CCCC1>Cl.Cc1ccccc1.[NaH]>CCOC(=O)C(C(=O)c1ccccc1)C1CCCC(C1)=O,US04176196A,,3.11.92,Michael addition
COC(=O)/C=C\C(OC)OC.CC(=O)CC(=O)OC(C)(C)C>CC(C)(C)O.F[K]>COC(=O)CC(C(OC)OC)C(C(C)=O)C(=O)OC(C)(C)C,US04237308A,EXAMPLE 1,3.11.92,Michael addition
C=CC(=O)OC.CC(C)=O>CC(=O)CCCC(=O)O.CC(C)N.O=C(O)c1ccccc1>COC(=O)CCCC(C)=O,US04291170A,EXAMPLE 3,3.11.92,Michael addition
C=CC(=O)OCC.CCC(C)=O>CCC(=O)CCCC(=O)O.CC(=O)C(C)CCC(=O)O.CC(C)N.O=C(O)c1ccccc1>CCOC(=O)CCC(C)C(C)=O,US04291170A,EXAMPLE 4,3.11.92,Michael addition
C=CC(=O)OC.CC(C)=O>CC(=O)CCCC(=O)O>COC(=O)CCCC(C)=O,US04291170A,EXAMPLES 8-14,3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CC>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CC,US04316043A,"EXAMPLE 20, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)C(C)C>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)C(C)C,US04316043A,"EXAMPLE 22, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CC>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CC,US04317922A,"EXAMPLE 20, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)C(C)C>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)C(C)C,US04317922A,"EXAMPLE 22, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CC>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CC,US04337354A,"EXAMPLE 20, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)C(C)C>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)C(C)C,US04337354A,"EXAMPLE 22, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CC>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CC,US04356314A,"EXAMPLE 20, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)C(C)C>C=CC(=O)C=C.C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)C(C)C,US04356314A,"EXAMPLE 22, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CC>C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CC,US04356313A,"EXAMPLE 20, Step B",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)C(C)C>C=CC(=O)C=C.C1CCOC1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)C(C)C,US04356313A,"EXAMPLE 22, Step B",3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>O[K]>N#CCCC1(CCCCC1)C=O,US04374991A,"EXAMPLE 1, Step A",3.11.92,Michael addition
COC(=O)/C=C/C(OC)OC.Cc1ccc(cc1)S(=O)(=O)C(C)C>CCCCCC.CCCC[Li].O=P(O)(O)O[Na].C1CCOC1>Cc1ccc(cc1)S(=O)(=O)C(C)(C)C(CC(=O)OC)C(OC)OC,US04382037A,"EXAMPLE 2, STEP A",3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>O[K]>N#CCCC1(CCCCC1)C=O,US04400512A,"EXAMPLE 1, Step A",3.11.92,Michael addition
Cc1ccc(cc1)S(=O)(=O)C(C)C.CC(C)=CC(=O)OC>CN(C)P(=O)(N(C)C)N(C)C.O=P(O)(O)O[Na].C1CCCCC1.CCCC[Li].C1CCOC1>COC(=O)CC(C)(C)C(C)(C)S(=O)(=O)c1ccc(cc1)C,US04401601A,"EXAMPLE 1, STEP A",3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>O[K]>N#CCCC1(CCCCC1)C=O,US04405630A,"EXAMPLE 1, Step A",3.11.92,Michael addition
CCCCOC(=O)CC(=O)OCCCC.CCCCOC(=O)/C=C\C(=O)OCCCC>CCCCO.[Na]>CCCCOC(=O)C(CC(=O)OCCCC)C(C(=O)OCCCC)C(=O)OCCCC,US04420621A,"EXAMPLE IV, Step C",3.11.92,Michael addition
Cc1ccc(cc1)S(=O)(=O)C(C)C.CC(C)=CC(=O)OC>CN(C)P(=O)(N(C)C)N(C)C.O=P(O)(O)O[Na].C1CCCCC1.CCCC[Li].C1CCOC1>COC(=O)CC(C)(C)C(C)(C)S(=O)(=O)c1ccc(cc1)C,US04501704A,"EXAMPLE 1, STEP A",3.11.92,Michael addition
C=CC#N.O=CC1CCCCC1>O[K]>N#CCCC1(CCCCC1)C=O,US04507291A,,3.11.92,Michael addition
C=C1C(C2CCN1CC2)=O.CC(=O)CC(=O)c1ccc(cc1)Cl>CC(C)=O>Cl.CC(=O)C(CC1C(C2CCN1CC2)=O)C(=O)c1ccc(cc1)Cl |f:3.4|,US04599344A,Example XXV,3.11.92,Michael addition
C=C1C(C2CCN1CC2)=O.CC(=O)CC(=O)c1ccc(c(c1)[N+]([O-])=O)Cl>CC(C)=O>Cl.CC(=O)C(CC1C(C2CCN1CC2)=O)C(=O)c1ccc(c(c1)[N+]([O-])=O)Cl |f:3.4|,US04599344A,Example XXIX,3.11.92,Michael addition
Cc1ccc(cc1)S(=O)(=O)C(C)C.COC(=O)C=CC(OC)OC>O=P(O)(O)O[Na].C1CCCCC1.CCCC[Li].C1CCOC1>COC(=O)CC(C(OC)OC)C(C)(C)S(=O)(=O)c1ccc(cc1)C,US04642372A,"EXAMPLE 3, STEP A",3.11.92,Michael addition
"COC(=O)CC(=O)OC.N#CC1=CCOc2ccccc12>CO.CC(=O)O>COC(=O)C(C(=O)OC)[C@@H]1COc2ccccc2[C@H]1C#N |&1:36,45|",US04666916A,,3.11.92,Michael addition
CC(C)=C(C#N)c1ccccn1.CC(C)C#N>CC(C)NC(C)C.CCCCCC.CCCC[Li].C1CCOC1>CC(C)(C(C#N)c1ccccn1)C(C)(C)C#N,US04721710A,"EXAMPLE 22, Step a",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2CC(C(c2c(c1Cl)Cl)=O)CCOC(C)=O>O.CCOC(C)=O.CC(=O)O.C1CCNN2CCCC=12.C1CCNN2CCCC=12.C1CCOC1>CC(=O)OCCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC(=O)OC)CCC(C)=O,US04731471A,"EXAMPLE 2, Step G",3.11.92,Michael addition
C=CC(C)=O.CC(=O)OCCC1Cc2cc(c(c(c2C1=O)Cl)Cl)OCC#N>O.CCOC(C)=O.CC(=O)O.C1CCNN2CCCC=12.C1CCNN2CCCC=12.C1CCOC1>CC(=O)OCCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OCC#N)CCC(C)=O,US04731471A,"EXAMPLE 7, Step B",3.11.92,Michael addition
C=CC(C)=O.COc1cc2CC(C(c2c(c1Cl)Cl)=O)CCCCl>O.C1CCOC1.C1CN=C2CCCN2C1>CC(=O)CCC1(Cc2cc(c(c(c2C1=O)Cl)Cl)OC)CCCCl,US04731470A,"EXAMPLE 2, Step D",3.11.92,Michael addition
C=CC(C)=O.COC(=O)COc1cc2c(C(C(C2C)CC)=O)c(c1Cl)Cl>O.C1CCOC1.C1CN=C2CCCN2C1>CC(=O)CCC1(C(c2c(c(c(cc2C1C)OCC(=O)OC)Cl)Cl)=O)CC,US04797391A,"EXAMPLE 5, Step A",3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na].O>CC(C)(C=O)CCC#N,US04841045A,EXAMPLE 48,3.11.92,Michael addition
CC(C)C=O.C=CC#N>Oc1ccc(cc1)O.C1COCCO1.O[Na].O>CC(C)(C=O)CCC#N,US04897477A,EXAMPLE 48,3.11.92,Michael addition
COC(=O)CC(=O)c1ccc(c(c1)C)F.CC(C)=CC(C)=O>>Cc1cc(ccc1F)C(=O)C(C(=O)OC)C(C)(C)CC(C)=O,US04939143A,"Scheme I, Step A",3.11.92,Michael addition
C=C(CN(Cc1ccccc1)Cc1ccccc1)C(=O)OC(C)(C)C.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCC[Li].C1CCOC1.O.Cl>CC(C)(C)OC(=O)C(CN(Cc1ccccc1)Cc1ccccc1)CC1(CCCC1)C(=O)O |f:5.6|,US04960792A,"PREPARATION 1, Step b",3.11.92,Michael addition
C=CC#N.CC(=O)CC(C)=O>[Na]>CC(=O)C(CCC#N)C(C)=O,US05000946A,"EXAMPLE 8, Step a",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>CCO.[Na]>CCOC(=O)C(C(=O)OCC)C1CCCC(C1)=O,US05015645A,,3.11.92,Michael addition
C=C(CCOC)C(=O)OCc1ccccc1.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCC[Li].C1CCOC1>COCCC(CC1(CCCC1)C(=O)O)C(=O)OCc1ccccc1,US05030654A,EXAMPLE 15,3.11.92,Michael addition
CC(C)(C)OC(=O)CCC1(CCCC1)C(=O)O.C=CS(=O)(=O)c1ccccc1>>CC(C)(C)OC(=O)C(CCS(=O)(=O)c1ccccc1)CC1(CCCC1)C(=O)O,US05030654A,EXAMPLE 430,3.11.92,Michael addition
C=C(CN(Cc1ccccc1)Cc1ccccc1)C(=O)OC(C)(C)C.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCC[Li].C1CCOC1.O.Cl>CC(C)(C)OC(=O)C(CN(Cc1ccccc1)Cc1ccccc1)CC1(CCCC1)C(=O)O |f:5.6|,US05036104A,"Preparation 1, Step b",3.11.92,Michael addition
O=C(C=Cc1ccccc1)OCc1ccccc1.CCOC(=O)CC(=O)OCC>c1ccccc1.O.O.[NaH]>CCOC(=O)C(C(=O)OCC)C(CC(=O)OCc1ccccc1)c1ccccc1 |f:3.4|,US05061730A,"EXAMPLE 5, Step 1",3.11.92,Michael addition
CCOC(=O)CC(=O)OCC.CC(=O)/C=C/c1ccccc1>CCCCCC.CCOCC.CCOC(C)=O.CCO.CCO[Na]>CCOC(=O)C(C(=O)OCC)C(CC(C)=O)c1ccccc1 |f:2.4|,US05072023A,EXAMPLE 27,3.11.92,Michael addition
COC(=O)CC(=O)c1ccc(c(c1)C)F.CC(C)=CC(C)=O>O=C(O)O[Na]>Cc1cc(ccc1F)C(=O)C(C(=O)OC)C(C)(C)CC(C)=O,US05132312A,"Scheme I, Step A",3.11.92,Michael addition
N#CC1=CCCc2ccccc12.N#CCCc1ccccc1>CC(C)NC(C)C.CCCC[Li].C1CCOC1>N#CC(Cc1ccccc1)C1CCc2ccccc2C1C#N,US05180733A,"EXAMPLE 50, Step 1",3.11.92,Michael addition
COc1ccc2C(=CCCc2c1)C#N.CC#N>CC(C)NC(C)C.CCCC[Li].C1CCOC1>COc1ccc2c(c1)CCC(C2C#N)CC#N,US05180733A,"EXAMPLE 53, Step 1",3.11.92,Michael addition
COC(=O)CC(=O)Cc1ccccc1.COc1ccc2C(=CCCc2c1)C#N>CC#N>COC(=O)C(C(=O)Cc1ccccc1)C1CCc2cc(ccc2C1C#N)OC,US05180733A,"EXAMPLE 73, Step 1",3.11.92,Michael addition
C=C(CCOC)C(=O)OCc1ccccc1.O=C(O)C1CCCC1>CC(C)NC(C)C.CCCC[Li].C1CCOC1>COCCC(CC1(CCCC1)C(=O)O)C(=O)OCc1ccccc1,US05192800A,EXAMPLE 15,3.11.92,Michael addition
